SCHLUESSEL,BERUFINT
25897,Betriebswirt/in (Fachschule) - Eisenwaren/Hausrat
25898,Getränkebetriebswirt/in (Fachschule)
25899,Textilbetriebswirt/in (Fachschule)
25900,Technische/r Fachkaufmann/-frau - Textil
25901,Technische/r Fachkaufmann/-frau - Beschlagtechnik
25902,Technische/r Fachkaufmann/-frau - Werkzeuge/Maschi
25903,Wirtschaftler/in - Konsumgüterbinnenhandel
25904,Ökonom/in - Binnenhandel (Konsumgüter)
25905,Ökonom/in - Binnenhandel (Produktionsmittel)
25906,Kraftfahrzeugbetriebswirt/in (Fachschule)
25907,Möbelhandelsbetriebswirt/in (Fachschule)
25908,Betriebswirt/in (Hochschule) - Automobilhandel
25909,Betriebswirt/in (Hochschule) - Automobilwirtschaft
25910,Kraftfahrzeugökonom/in (Hochschule)
25911,Kraftfahrzeugbetriebswirt/in (Hochschule)
25912,Automobilmanagement-Ökonom/in
25913,Automobilökonom/in (Hochschule)
25914,Automobilbetriebswirt/in (Hochschule)
25915,Gebietsleiter/in - Außenwirtschaft
25916,Exportleiter/in
25917,Kaufmann/-frau - Grundstücks- und Wohnungswirtscha
25918,Mietrechner/in
25919,Wirtschaftskaufmann/-frau - Wohnungswirtschaft
25920,Immobilienassistent/in
25921,Immobilienkaufmann/-frau
25922,Grundstücks- und Wohnungswirtschaftskaufmann/-frau
25923,Baustellenmakler/in
25924,Fachwirt/in - Immobilien
25925,Fachwirt/in - Grundstücks- und Wohnungswirtschaft
25926,Fachkaufmann/-frau - Verwaltung von Wohnungseigent
25927,Hausverwalter/in
25928,Objektaquisiteur/in
25929,Objektverwalter/in (Immobilien)
25930,Schloßverwalter/in
25931,Betriebswirt/in (Fachschule) - Immobilien
25932,Betriebswirt/in (Fachschule) - Immobilienmanagemen
25933,Betriebswirt/in (Fachschule) - Grundstücks- und Wo
25934,Beamter/Beamtin - Bundesanstalt für Immobilienaufg
25935,Gebäudemakler/in
25936,Realitätenmakler/in
25937,Vermietungsmakler/in
25938,Verwalter/in (Immobilien)
25939,Liegenschaftsverwalter/in
25940,Zimmervermittler/in
25941,Immobilienagent/in
25942,Immobilienmakler/in
25943,Immobilienberater/in
25944,Immobilientaxator/in
25945,Immobilienhändler/in
25946,Immobilienfachwirt/in
25947,Immobilienverkäufer/in
25948,Immobilienvermittler/in
25949,Immobiliengeschäftsagent/in
25950,Immobiliensachverständige/r
25951,Immobilienbetriebswirt/in (Fachschule)
25952,Location-Coordinator
25953,Wohnungsverwalter/in
25954,Wohnungsvermittler/in
25955,Grundstücksmakler/in
25956,Grundstücksverwalter/in
25957,Grundstückswertermittler/in
25958,Burgverwalter/in
25959,Häusermakler/in
25960,Häuservermittler/in
25961,Betriebswirt/in (Hochschule) - Immobilien
25962,Beamter/Beamtin - Bundesanstalt für Immobilienaufg
25963,Immobilienanalyst/in
25964,Immobilien-Ökonom/in
25965,Immobilienbetriebswirt/in (Hochschule)
25966,Facility-Manager/in
25967,Facility-Management-Fachwirt/in
25968,Fachwirt/in - Gebäudemanagement
25969,Fachwirt/in - Facility-Management
25970,Fachmann/-frau - Gebäudebewirtschaftung
25971,Kastellan/in
25972,Kommunale/r Gebäudewirt/in
25973,Gebäudemanager/Gebäudemanagerin
25974,Leiter/in Ferienanlage - Eigentumsferienhäuser/-wo
25975,Fachpraktiker/in - Verkauf
25976,Handlungsgehilfe/-gehilfin (Einzelhandel)
25977,Kassengehilfe/-gehilfin
25978,Ladenhilfe
25979,Ladengehilfe/-gehilfin
25980,Tankstellenhilfe
25981,Tankwarthelfer/in
25982,Tankstellenhelfer/in
25983,Gewerbegehilfe/-gehilfin
25984,Helfer/in - Verkauf
25985,Helfer/in - Tankstelle
25986,Regalauffüller/in
25987,Verkaufshilfe
25988,Verkaufsgehilfe/-gehilfin
25989,Vertriebsgehilfe/-gehilfin
25990,Standhilfe
25991,Auffüller/in (Kaufhaus)
25992,Fachberater/in - Einzelhandel
25993,Handelskaufmann/-frau (Konsumgüter)
25994,Kaufmann/-frau - Einzelhandel
25995,Verkäufer/in
25996,Verkaufsberater/in
25997,Verkaufsassistent/in
25998,Verkäufer/in - Einzelhandel
25999,Einzelhändler/in
26000,Einzelhandelskaufmann/-frau
26001,Filialverkäufer/in (Einzelhandel)
26002,Filialmitarbeiter/in (Einzelhandel)
26003,Wirtschaftskaufmann/-kauffrau im Einzelhandel
26004,Wirtschaftskaufmann/-frau - Konsumgüterbinnenhande
26005,In-Haus-Verkäufer/in
26006,Produktberater/in (Einzelhandel)
26007,Assistent/in - Einzelhandel
26008,Handelsassistent/in - Einzelhandel
26009,Warengruppenleiter/in
26010,Warenhandelssubstitut/in
26011,Abteilungsleiter-Assistent/in
26012,Betriebswirt/in (Fachschule) - Einzelhandel
26013,Einzelhandelsassistent/in
26014,Einzelhandelsbetriebswirt/in
26015,Assistent/in - Verkaufsleitung
26016,European Retail Manager
26017,Substitut/in (Warenhandel)
26018,Führungsassistent/in - Einzelhandel
26019,Badekartenverkäufer/in
26020,Fahrkartenausgeber/in
26021,Fahrkartenverkäufer/in
26022,Hauptkassierer/in
26023,Kassenwart/in
26024,Kassenführer/in
26025,Kartenverkäufer/in
26026,Kartenvermittler/in
26027,Kassierer/in (Handel)
26028,Kassierer/in (Beitrags-
26029,Ladenkassierer/in
26030,Lagerkassierer/in
26031,Markenverkäufer/in
26032,Beitragskassierer/in
26033,Verkaufskassierer/in
26034,Wett- und Lotterieannehmer/in
26035,Zeitkartenverkäufer/in
26036,Theaterkassenkassierer/in
26037,Theaterkartenvermittler/in
26038,Eintrittskartenverkäufer/in
26039,Kinokassierer/in
26040,Annahmestellenleiter/in (Lotterie)
26041,Bordkassierer/in
26042,Lottoabrechner/in
26043,Totoeinnehmer/in
26044,Sperrkassierer/in
26045,Prämienkassierer/in
26046,Auszahler/in
26047,Automatenkassierer/in
26048,Auszahlungskassierer/in
26049,Gutscheinverkäufer/in
26050,Fahrverkäufer/in
26051,Marktverkäufer/in
26052,Marktstand-Inhaber/in
26053,Verkaufsfahrer/in
26054,Bierverkaufsfahrer/in
26055,Milchverkaufsfahrer/in
26056,Tiefkühldienst-Fahrverkäufer/in
26057,Standverkäufer/in (Nahrungs-
26058,Fachkraft - Verkaufsvorbereitung
26059,Garantiesachbearbeiter/in
26060,Hausierer/in
26061,Hausierhändler/in
26062,Haustürverkäufer/in
26063,Lagerverkäufer/in
26064,Sammelbesteller/in (Versandhandel)
26065,Wanderhändler/in
26066,Warenhauspropagandist/in
26067,Gewährleistungssachbearbeiter/in
26068,Reklamationssachbearbeiter/in
26069,Technische/r Verkäufer/in
26070,Werbedame (Verkauf)
26071,Werberedner/in (Warenpropagandist/in)
26073,Empfangsdame (Verkauf)
26074,Umtauschbearbeiter/in
26075,Promoter/in
26076,Straßenhändler/in
26077,Ausstellungsverkäufer/in
26078,Kundendienstsachbearbeiter/in
26079,Verkaufsinspektor/in
26080,Agenturinspektor/in (Versandhandel)
26081,Showroom-Manager/in
26082,Kundendienstberater/in
26083,Hauptkassenleiter/in
26084,Hauptkassenvorsteher/in
26085,Kassenleiter/in
26086,Kassenvorsteher/in
26087,Kassenaufsicht (Handel)
26088,Verkaufsaufsicht
26089,Empfangschef/in (Verkauf)
26090,Etagenchef/in (Warenhandel)
26091,Aufsicht (Verkauf)
26092,Baumarktleiter/in
26093,Marktleiter/in
26094,Sammelstellenleiter/in (Verkauf)
26095,Warenbereichsleiter/in
26096,Center-Leiter/in
26097,Leiter/in - Verkauf (Handel)
26098,Leiter/in - Verkaufseinrichtung
26099,Leiter/in - Verkauf (Nahrungsmittelhandwerk)
26100,Remissionsleiter/in (Buchhandel)
26101,Verkaufschef/in
26102,Verkaufsleiter/in
26103,Verkaufsdirektor/in
26104,Verkaufsbüroleiter/in
26105,Verkaufsstellenleiter/in
26106,Versandgeschäftsinhaber/in
26107,Verkaufsstellenverwalter/in
26108,Verkaufsleiter/in im Nahrungsmittelhandwerk
26109,Agenturleiter/in (Versandhandel)
26110,Agenturinhaber/in (Versandhandel)
26111,Shop-Leiter/in
26112,Filialleiter/in
26113,Sortimentsleiter/in (Buchhandel)
26114,Store Leiter/in
26115,Store-Manager/in
26116,Supermarktleiter/in
26117,Fachberater/in - Schuhe
26118,Fachverkäufer/in - Schuhe
26119,Fachberater/in - Sportartikel
26120,Fachverkäufer/in - Lederwaren
26121,Fachverkäufer/in - Sportartikel
26122,Fachverkäufer/in - Textilien
26123,Handarbeitsfachberater/in
26124,Kaufmann/-frau - Einzelhandel (Schuhe)
26125,Kaufmann/-frau - Einzelhandel (Lederwaren)
26126,Kaufmann/-frau - Einzelhandel (Sportartikel)
26127,Kaufmann/-frau - Einzelhandel (Textil
26128,Rauchwarenkaufmann/-frau (Einzelhandel)
26129,Schuhverkäufer/in
26130,Schuhfachberater/in
26131,Schuhfachverkäufer/in
26132,Schuhhändler/in (Einzelhandel)
26133,Schuhkaufmann/-frau (Einzelhandel)
26134,Bekleidungsverkäufer/in
26135,Lederwarenverkäufer/in
26136,Lederwarenfachberater/in
26137,Pelzkaufmann/-frau (Einzelhandel)
26138,Textilberater/in
26139,Textilverkäufer/in
26140,Textilhändler/in (Einzelhandel)
26141,Textilkaufmann/-frau (Einzelhandel)
26142,Verkäufer/in - Schuhe
26143,Verkäufer/in - Lederwaren
26144,Verkäufer/in - Sportartikel
26145,Verkäufer/in - Textilien
26146,Einzelhandelskaufmann/-frau - Schuhe
26147,Einzelhandelskaufmann/-frau - Lederwaren
26148,Einzelhandelskaufmann/-frau - Sportartikel
26149,Einzelhandelskaufmann/-frau - Textil
26150,Konfektionär/in (Händler/in)
26151,Modeberater/in
26152,Modeverkäufer/in
26153,Sportwarenverkäufer/in
26154,Sportgeräteverkäufer/in
26155,Sportartikelverkäufer/in
26156,Outfitberater/in
26157,Fachverkäufer/in - Uhren und Schmuck
26158,Fachverkäufer/in - Schmuck/Uhren/Gold-/Silberwesen
26159,Fachberater/in - Uhren
26160,Fachverkäufer/in - Gold- und Silberwaren (Einzelha
26161,Kaufmann/-frau - Einzelhandel (Uhren/Schmuck/Gold-
26162,Schmuckverkäufer/in
26163,Schmuckfachberater/in
26164,Schmuckfachverkäufer/in
26165,Schmuckwarenhändler/in (Einzelhandel)
26166,Edelsteinhändler/in (Einzelhandel)
26167,Verkäufer/in - Schmuck/Uhren/Gold-/Silberwaren
26168,Uhrenverkäufer/in
26169,Uhrenfachberater/in
26170,Uhrenfachverkäufer/in
26171,Uhren- und Schmuckverkäufer/in
26172,Diamantenverkäufer/in
26173,Einzelhandelskaufmann/-frau - Uhren/Schmuck/Gold-/
26174,Gold- und Silberwarenverkäufer/in
26175,Furniturist/in (Uhrenersatzteilhändler/in)
26176,Juwelierfachverkäufer/in
26177,Kundenberater/in - Uhren
26178,Fachberater/in - Bürobedarf
26179,Fachberater/in - Spielwaren
26180,Fachverkäufer/in - Spielwaren
26181,Fachverkäufer/in - Bürobedarf
26182,Fachberater/in - Geschenkartikel
26183,Fachverkäufer/in - Geschenkartikel
26184,Fachverkäufer/in - Spielwaren
26185,Kaufmann/-frau - Einzelhandel (Spielwaren)
26186,Kaufmann/-frau - Einzelhandel (Bürowirtschaft)
26187,Geschenkartikelverkäufer/in
26188,Verkäufer/in - Spielwaren
26189,Verkäufer/in - Bürobedarf
26190,Verkäufer/in - Geschenkartikel
26191,Verkäufer/in - Papierwaren (Einzelhandel)
26192,Einzelhandelskaufmann/-frau - Spielwaren
26193,Einzelhandelskaufmann/-frau - Bürowirtschaft
26194,Spielwarenverkäufer/in
26195,Spielwarenfachberater/in
26196,Briefmarkenhändler/in
26197,Bürofachhändler/in
26198,Bürobedarfverkäufer/in
26199,Münzhändler/in
26200,PC-Fachberater/in (Handel)
26201,Fachkaufmann/-frau - Foto
26202,Fachberater/in - Elektronik
26203,Fachverkäufer/in - Elektronik
26204,Fachverkäufer/in - Foto/Video
26205,Fachberater/in - Haushaltswaren
26206,Fachkaufmann/-frau - Radiohandel
26207,Fachverkäufer/in - Haushaltswaren
26208,Fachberater/in - Foto
26209,Fachverkäufer/in - Unterhaltungselektronik
26210,Haushaltswarenverkäufer/in
26211,Haushaltswarenfachberater/in
26212,Kaufmann/-frau - Einzelhandel (Foto/Video)
26213,Kaufmann/-frau - Einzelhandel (Elektrogeräte)
26214,Kaufmann/-frau - Einzelhandel (Computer und DV-Pro
26215,Kaufmann/-frau - Einzelhandel (Rundfunk
26216,Verkäufer/in - Elektronik
26217,Verkäufer/in - Foto/Video
26218,Verkäufer/in - Haushaltswaren
26219,Verkaufsberater/in - Datenverarbeitungstechnik (Ei
26220,Einzelhandelskaufmann/-frau - Foto
26221,Einzelhandelskaufmann/-frau - Elektrogeräte
26222,Einzelhandelskaufmann/-frau - Computer und DV-Prod
26223,Einzelhandelskaufmann/-frau - Rundfunk
26224,Elektroverkäufer/in
26225,Elektrofachhändler/in
26226,Elektrofachberater/in
26227,Elektronikverkäufer/in
26228,Elektrofachverkäufer/in
26229,Elektrokaufmann/-frau (Einzelhandel)
26230,Computerfachhändler/in
26231,Fotoverkäufer/in
26232,Fotofachberater/in
26233,Fotofachverkäufer/in
26234,Fotomedienfachmann/-frau
26235,Fotohändler/in (Einzelhandel)
26236,Fotokaufmann/-frau (Einzelhandel)
26237,Nähmaschinenhändler/in (Einzelhandel)
26238,Fachverkäufer/in - Wohnkultur
26239,Fachverkäufer/in - Innenausstattung
26240,Fachberater/in - Möbel (Einzelhandel)
26241,Fachverkäufer/in - Möbel/Polsterwaren
26242,Fachberater/in - Küchen (Einzelhandel)
26243,Fachberater/in - Polstermöbel (Einzelhandel)
26244,Fachberater/in - Raumausstattungsbedarf (Einzelhan
26245,Hausratsverkäufer/in
26246,Kaufmann/-frau - Einzelhandel (Wohnbedarf)
26247,Kaufmann/-frau - Einzelhandel (Küchenhandel)
26248,Kaufmann/-frau - Einzelhandel (Einbauküchen)
26249,Kaufmann/-frau - Einzelhandel (Raumausstattung)
26250,Kaufmann/-frau - Einzelhandel (Wohnbedarf/Hausrat/
26251,Berater/in - Inneneinrichtung und Gestaltung
26252,Teppichhändler/in (Einzelhandel)
26253,Verkäufer/in - Möbel
26254,Einrichtungsfachberater/in
26255,Einrichtungsfachmann/-frau (Einzelhandel)
26256,Einzelhandelskaufmann/-frau - Küchenhandel
26257,Einzelhandelskaufmann/-frau - Wohnbedarf/Hausrat/G
26258,Wohnberater/in (Einzelhandel)
26259,Möbelverkäufer/in
26260,Möbelhändler/in (Einzelhandel)
26261,Möbelkaufmann/-frau (Einzelhandel)
26262,Küchenplaner/in
26263,Küchenfachberater/in
26264,Küchenspezialist/in (Verkaufsberater/in)
26265,Baumarktverkäufer/in
26266,Baustofffachberater/in
26267,Baumarktfachberater/in
26268,Baustoffhändler/in (Einzelhandel)
26269,Baustoffkaufmann/-frau (Einzelhandel)
26270,Farbfachberater/in
26271,Fachberater/in - Holz
26272,Fachberater/in - Lacke
26273,Fachberater/in - Farben
26274,Fachberater/in - Fliesen
26275,Fachberater/in - Kunststoffe
26276,Fachverkäufer/in - Gartenbau
26277,Fachverkäufer/in - Baubedarf
26278,Fachberater/in - Heimtierverkauf
26279,Fachberater/in - Heimwerkerbedarf
26280,Farbenkaufmann/-frau (Einzelhandel)
26281,Fachverkäufer/in - Pflanzen und Saatgut
26282,Fachverkäufer/in - Feuchtraumaustattungen
26283,Fachberater/in - Aquaristik und Terraristik
26284,Fachverkäufer/in - Gartengeräte
26285,Fachberater/in - Farben
26286,Fachberater/in - Zoobedarf und Heimtierverkauf
26287,Fachverkäufer/in - Heimwerker- und Hobbybedarf
26288,Fachverkäufer/in - Zoobedarf und Heimtierverkauf
26289,Fachverkäufer/in - Farben
26290,Fachberater/in - Baufachmärkte und Baustoffhandel
26291,Fachverkäufer/in - Sanitär
26292,Fachverkäufer/-berater/in - Bau-/Heimwerkerbedarf
26293,Fachverkäufer/in - Saatgut
26294,Fachverkäufer/in - Elektro/Sanitär/Heizung/Install
26295,Fachberater/in - Elektro
26296,Fachberater/in - Gartengeräte
26297,Gartenbedarfsverkäufer/in
26298,Gartencenterkaufmann/-frau
26299,Kaufmann/-frau - Einzelhandel (Zoofachhandel)
26300,Kaufmann/-frau - Einzelhandel (Pflanzen und Garten
26301,Kaufmann/-frau - Einzelhandel (Heimwerken/Pflanzen
26302,Kaufmann/-frau - Einzelhandel (Heimwerkerbedarf un
26303,Lackfachberater/in
26304,Sanitärfachberater/in (Einzelhandel)
26305,Sanitärkaufmann/-frau (Einzelhandel)
26306,Berater/in - Farben
26307,Verkaufsgärtner/in
26308,Verkäufer/in - Baubedarf
26309,Verkäufer/in - Zoofachhandel
26310,Verkaufsberater/in - Gebäudetechnik
26311,Verkäufer/in - Pflanzen und Saatgut
26312,Verkäufer/in - Gartengeräte
26313,Verkäufer/in - Blumenzwiebeln und Knollen
26314,Verkäufer/in - Heimwerker- und Hobbybedarf
26315,Verkäufer/in - Zoobedarf und Heimtierverkauf
26316,Verkäufer/in - Sanitär
26317,Verkaufsberater/in - Bau- und Heimwerkerbedarf
26318,Verkäufer/in - Elektro/Sanitär/Heizung/Installatio
26319,Werkstoffberater/in (Farben
26320,Pflanzenverkäufer/in
26321,Pflanzenfachberater/in
26322,Eisenwarenkaufmann/-frau (Einzelhandel)
26323,Einzelhandelskaufmann/-frau - Heimwerkerbedarf/Pfl
26324,Fliesenfachverkäufer/in
26325,Holzfachverkäufer/in
26326,Zoofachberater/in
26327,Zoofachverkäufer/in
26328,Kunststofffachberater/in
26329,Kundenberater/in - Gartenbau
26330,Fahrradfachverkäufer/in
26331,Fachberater/in - Reifen
26332,Fachberater/in - Autozubehör
26333,Fachberater/in - Zweiradhandel
26334,Fachverkäufer/in - Zweiradhandel
26335,Fachverkäufer/in - Kraftfahrzeuge
26336,Fachberater/in - Kfz (Zubehör
26337,Fachverkäufer/in - Kfz-Zubehör
26338,Fachberater/in - Kraftfahrzeuge
26339,Fachverkäufer/in - Kraftfahrzeuge
26340,Kaufmann/-frau - Kfz-Gewerbe
26341,Kaufmann/-frau - Automobil-Gewerbe
26342,Kaufmann/-frau - Einzelhandel (Fahrräder)
26343,Kaufmann/-frau - Einzelhandel (Kraftfahrzeuge/Teil
26344,Berater/in - Zweiradfachhandel
26345,Gebrauchtwagenhändler/in
26346,Reifenhändler/in
26347,Verkäufer/in - Zweiradfachhandel
26348,Verkäufer/in - Kfz-Zubehör
26349,Verkäufer/in - Kraftfahrzeuge
26350,Verkaufsberater/in - Kraftfahrzeuge
26351,Kfz-Händler/in
26352,Kfz-Verkäufer/in
26353,Kfz-Kaufmann/-frau
26354,Einzelhandelskaufmann/-frau - Kraftfahrzeuge/Teile
26355,Motorradhändler/in
26356,Motorrad-Fachverkäufer/in
26357,Ersatzteilverkäufer/in (Kfz)
26358,Kraftfahrzeugkaufmann/-frau
26359,Autohändler/in
26360,Automobilverkäufer/in
26361,Automobilkaufmann/-frau
26362,Automobil-Fachmann/-frau
26363,Autohandelskaufmann/-frau
26364,Automobil-Serviceberater/in
26365,Kundenberater/in - Automobile
26366,Kaufmann/-frau - Einzelhandel (Tankstelle)
26367,Landmaschinenhändler/in
26368,Tankwart/in
26369,Tankstellenwart/in
26370,Tankstellenleiter/in
26371,Tankstellenpächter/in
26372,Tankstelleninhaber/in
26373,Tankstellenbesitzer/in
26374,Tankstellenverwalter/in
26375,Tankstellenkaufmann/-frau
26376,Schrotthändler/in
26377,Zeitungshändler/in
26378,Zeitungsverkäufer/in
26379,Eisenhändler/in
26380,Einzelhandelskaufmann/-frau - Tankstelle
26381,Mineralienhändler/in
26382,Mineralölverkäufer/in
26385,Flugzeugtankwart/in
26386,Bootshändler/in
26387,Kantinenverkäufer/in
26388,Schnellimbißverkäufer/in
26389,Eisverkäufer/in
26390,Kioskverkäufer/in
26391,Kiosk-/Imbissverkäufer/in
26392,Imbissverkäufer/in
26393,Softeisverkäufer/in
26394,Erfrischungsverkäufer/in
26395,Trinkhallenverkäufer/in
26396,Büfettverkäufer/in
26397,Würstelmann/-frau
26398,Fachverkäufer/in - Nahrungsmittel
26399,Fachverkäufer/in - Lebensmittelhandwerk
26400,Kaufmann/-frau - Einzelhandel (Lebensmittel)
26401,Nahrungsmittelverkäufer/in
26402,Nahrungsmittelfachverkäufer/in
26403,Lebensmittelverkäufer/in
26404,Lebensmittelfachverkäufer/in
26405,Lebensmittelhändler/in (Einzelhandel)
26406,Verkäufer/in - Lebensmittelhandwerk
26407,Verkäufer/in - Nahrungsmittelhandwerk
26408,Verkaufsberater/in - Nahrungs-
26409,Backwarenverkäufer/in
26410,Fachverkäufer/in - Backwaren
26411,Fachverkäufer/in - Lebensmittelhandwerk (Bäckerei)
26412,Fachverkäufer/in - Lebensmittelhandwerk (Konditore
26413,Verkäufer/in - Bäckerhandwerk
26414,Verkäufer/in - Konditorhandwerk
26415,Confiserieverkäufer/in
26416,Konditoreiverkäufer/in
26417,Konditoreifachverkäufer/in
26418,Bäckereiverkäufer/in
26419,Bäckereifachverkäufer/in
26420,Fachverkäufer/in - Metzgerhandwerk
26421,Fachverkäufer/in - Fleischerhandwerk
26422,Fachverkäufer/in - Schlachterhandwerk
26423,Fachverkäufer/in - Lebensmittelhandwerk (Fleischer
26424,Fachverkäufer/in - Nahrungsmittelhandwerk(Fleische
26425,Schlachtereifachverkäufer/in
26426,Metzgereifachverkäufer/in
26427,Verkaufsmetzger/in
26428,Verkäufer/in - Metzgerhandwerk
26429,Verkäufer/in - Fleischerhandwerk
26430,Verkäufer/in - Schlachterhandwerk
26431,Einzelhandelskaufmann/-frau - Fleischfachhandel
26432,Fleischfachverkäufer/in
26433,Fleischereiverkäufer/in
26434,Fleischwarenverkäufer/in
26435,Fleischwarenfachverkäufer/in
26436,Fleisch- und Wurstwarenverkäufer/in
26437,Fleisch- und Wurstwarenfachverkäufer/in
26438,Wurstverkäufer/in
26439,Wurstwarenfachverkäufer/in
26440,Wurst- und Fleischwarenfachverkäufer/in
26441,Fachberater/in - Bio-Kost
26442,Fachberater/in - Naturkost
26443,Fachverkäufer/in - Vollwertkost
26444,Fachverkäufer/in - Obst und Gemüse
26445,Fachverkäufer/in - Fisch/Fischwaren
26446,Fachberater/in - Reform- und Diätwaren
26447,Fachverkäufer/in - Reform- und Diätwaren
26448,Fachverkäufer/in - Diätetische Lebensmittel
26449,Kaufmann/-frau - Einzelhandel (Diät-
26450,Naturkostverkäufer/in
26451,Tabakwarenverkäufer/in
26452,Obsthändler/in
26453,Obstverkäufer/in
26454,Obst- und Gemüsehändler/in
26455,Gemüseverkäufer/in
26456,Getränkeverkäufer/in
26457,Genußmittelverkäufer/in
26458,Geprüfte/r Weinfachberater/in
26459,Getränkehändler/in (Einzelhandel)
26460,Reformfachberater/in
26461,Reformwarenverkäufer/in
26462,Reformhauskaufmann/-frau
26463,Reformhausfachverkäufer/in
26464,Verkäufer/in - Reform- und Diätwaren
26465,Weinverkäufer/in
26466,Weinfachverkäufer/in
26467,Weinhändler/in (Einzelhandel)
